property_collateral_id,collateral_id,address_line,city,country_code,postal_code,building_area_m2,lettable_area_m2,occupied_area_m2,condition_of_property,completion_status,current_market_status,current_annual_passing_rent,valuation_currency,initial_valuation_date,latest_valuation_date,created_at
1139,1139,469 Main Street,Berlin,PT,95648,9294.02,3124.32,6581.88,excellent,planned,normal,595651.06,USD,2020-07-24,2022-07-28,2022-07-28T09:55:06+00:00
1142,1142,135 Main Street,Berlin,GB,85638,5662.44,773.27,5474.91,good,under_construction,normal,241365.68,EUR,2024-05-17,2025-07-28,2025-07-28T20:37:31+00:00
1144,1144,778 Main Street,Lisbon,US,39914,5917.53,4009.74,4149.8,fair,completed,liquid,39387.51,USD,2020-07-27,2023-01-31,2023-01-31T09:24:51+00:00
1145,1145,855 Main Street,Amsterdam,PT,92375,3059.78,4813.98,253.92,poor,completed,normal,492363.24,EUR,2023-03-28,2025-04-16,2025-04-16T04:26:09+00:00
1147,1147,90 Main Street,Madrid,BE,57202,3332.74,8715.95,4946.06,good,completed,illiquid,589951.98,EUR,2023-07-16,2023-09-29,2023-09-29T18:33:38+00:00
1148,1148,119 Main Street,Lisbon,FR,73808,434.28,4948.43,3260.11,fair,planned,illiquid,384219.5,EUR,2022-02-03,2024-04-15,2024-04-15T00:03:00+00:00
1150,1150,534 Main Street,Berlin,DE,96676,5839.86,1520.25,8343.06,excellent,under_construction,liquid,381734.87,GBP,2019-03-12,2022-05-27,2022-05-27T00:42:13+00:00
1154,1154,65 Main Street,Berlin,PT,41076,6768.94,4194.65,736.85,good,under_construction,illiquid,215143.3,USD,2023-05-07,2023-09-07,2023-09-07T18:00:19+00:00
1155,1155,990 Main Street,Berlin,PT,94443,3357.82,1691.14,788.38,good,completed,liquid,101015.19,GBP,2024-11-02,2026-01-08,2026-01-08T04:33:27+00:00
1156,1156,838 Main Street,Berlin,IT,74476,5077.83,1535.13,7686.29,excellent,completed,liquid,297259.95,USD,2023-04-03,2025-07-09,2025-07-09T10:49:59+00:00
1157,1157,178 Main Street,Amsterdam,ES,57284,811.72,6874.57,6180.62,poor,completed,illiquid,471357.37,USD,2023-07-21,2025-04-04,2025-04-04T08:52:35+00:00
1159,1159,240 Main Street,New York,PT,56610,6702.1,965.97,8058.45,poor,planned,illiquid,141650.31,GBP,2022-09-06,2022-11-16,2022-11-16T11:25:55+00:00
1162,1162,363 Main Street,Madrid,ES,98632,6946.94,2965.06,8016.75,fair,planned,illiquid,214858.03,GBP,2023-10-11,2024-07-25,2024-07-25T20:25:13+00:00
1163,1163,619 Main Street,London,NL,44640,5419.72,6897.78,987.69,good,planned,illiquid,251515.1,EUR,2020-10-12,2022-05-06,2022-05-06T00:42:25+00:00
1166,1166,571 Main Street,New York,IT,93278,10041.08,6803.44,5186.64,excellent,completed,illiquid,453818.04,EUR,2021-05-10,2022-11-22,2022-11-22T10:33:21+00:00
1170,1170,583 Main Street,Dublin,PT,39560,11189.7,6605.75,9495.19,poor,under_construction,liquid,593431.39,USD,2023-08-05,2024-08-13,2024-08-13T23:05:31+00:00
1172,1172,600 Main Street,Lisbon,US,73274,4058.62,6702.03,1700.27,excellent,under_construction,illiquid,553551.28,USD,2021-05-25,2023-05-02,2023-05-02T16:41:00+00:00
1176,1176,882 Main Street,Brussels,NL,52509,324.18,3540.2,223.67,excellent,under_construction,liquid,341006.94,GBP,2023-06-07,2025-03-20,2025-03-20T10:21:07+00:00
1177,1177,686 Main Street,Milan,GB,25203,11579.7,181.59,6547.91,good,planned,normal,567742.53,USD,2024-05-05,2024-07-17,2024-07-17T00:52:06+00:00
1181,1181,48 Main Street,Dublin,IE,70927,9280.97,5946.45,1500.56,poor,completed,liquid,46627.64,EUR,2020-12-30,2024-02-21,2024-02-21T04:26:17+00:00
1184,1184,852 Main Street,Milan,PT,27177,9228.05,3721.41,3536.91,poor,completed,illiquid,285551.33,EUR,2022-07-02,2022-09-29,2022-09-29T09:23:32+00:00
1185,1185,932 Main Street,Lisbon,ES,56382,11033.78,4816.36,4994.1,fair,completed,liquid,440950.22,GBP,2022-07-23,2024-02-24,2024-02-24T14:37:54+00:00
1186,1186,878 Main Street,Berlin,NL,54595,6509.7,8285.8,1315.29,poor,completed,normal,447440.86,GBP,2020-02-17,2022-12-07,2022-12-07T16:39:06+00:00
1187,1187,463 Main Street,Madrid,BE,76789,1715.38,1017.23,6174.05,good,under_construction,liquid,586442.25,EUR,2022-07-10,2023-11-18,2023-11-18T01:07:31+00:00
1188,1188,535 Main Street,London,IE,98643,3193.11,1715.19,5467.45,good,completed,liquid,415218.51,USD,2021-10-06,2023-12-13,2023-12-13T01:28:46+00:00
1189,1189,110 Main Street,Amsterdam,NL,37725,213.82,7531.36,1342.36,poor,planned,illiquid,269392.37,EUR,2022-10-18,2022-12-13,2022-12-13T05:10:49+00:00
1190,1190,797 Main Street,Amsterdam,BE,75799,5680.56,7228.49,3409.06,fair,completed,liquid,27775.43,EUR,2024-03-16,2024-06-27,2024-06-27T02:24:37+00:00
1194,1194,458 Main Street,Lisbon,US,53093,9193.95,1069.86,3236.11,good,under_construction,normal,337821.27,USD,2022-06-15,2024-06-07,2024-06-07T04:29:18+00:00
1196,1196,879 Main Street,Madrid,GB,12969,2650.0,6512.05,4223.63,good,planned,liquid,75148.59,USD,2021-07-23,2024-02-17,2024-02-17T20:42:29+00:00
1198,1198,46 Main Street,Lisbon,NL,92096,10869.4,8584.88,2069.94,excellent,completed,illiquid,229273.54,USD,2021-10-01,2023-09-11,2023-09-11T05:39:58+00:00
1199,1199,96 Main Street,Brussels,ES,44596,2224.95,2698.54,6475.2,excellent,completed,illiquid,74837.64,EUR,2024-01-27,2024-05-02,2024-05-02T10:11:32+00:00
1201,1201,642 Main Street,Lisbon,NL,72505,5603.18,2556.19,110.08,good,under_construction,illiquid,566617.92,EUR,2023-05-15,2024-11-09,2024-11-09T22:37:15+00:00
1204,1204,61 Main Street,Dublin,PT,99461,2756.39,1510.31,8147.54,good,under_construction,illiquid,183432.12,GBP,2024-03-12,2024-09-07,2024-09-07T02:35:40+00:00
1207,1207,426 Main Street,Dublin,PT,93759,3336.73,5437.89,2362.06,good,planned,liquid,321741.83,USD,2021-10-02,2022-11-21,2022-11-21T04:59:47+00:00
1208,1208,730 Main Street,Madrid,FR,83628,4408.15,5717.6,7364.08,poor,completed,liquid,340386.68,USD,2024-12-30,2025-07-17,2025-07-17T18:11:36+00:00
1210,1210,75 Main Street,New York,GB,63113,766.51,3615.89,9259.55,excellent,completed,illiquid,13033.18,GBP,2023-01-30,2024-05-02,2024-05-02T14:18:06+00:00
1214,1214,230 Main Street,New York,BE,20418,5872.14,7647.08,5799.47,fair,under_construction,normal,403182.33,USD,2019-11-21,2022-12-23,2022-12-23T03:47:18+00:00
1215,1215,381 Main Street,Berlin,IT,54646,9674.09,1348.34,6816.64,fair,planned,illiquid,89620.8,EUR,2022-12-10,2023-05-17,2023-05-17T05:57:08+00:00
1216,1216,869 Main Street,New York,NL,44784,5177.73,6047.64,990.88,good,planned,illiquid,215659.34,GBP,2022-11-02,2025-08-30,2025-08-30T16:03:12+00:00
1219,1219,339 Main Street,Paris,FR,20980,80.16,5094.19,2969.42,excellent,completed,liquid,444961.14,GBP,2019-09-27,2022-01-23,2022-01-23T08:44:09+00:00
1220,1220,917 Main Street,Madrid,GB,36939,8296.82,8137.32,34.55,good,completed,illiquid,243763.04,GBP,2021-09-14,2023-09-03,2023-09-03T23:56:20+00:00
1221,1221,833 Main Street,Paris,NL,83595,8505.02,8719.97,8447.32,fair,under_construction,liquid,29233.1,EUR,2022-06-11,2025-01-11,2025-01-11T20:31:58+00:00
1226,1226,752 Main Street,Brussels,IT,11153,7985.35,1721.56,9229.93,good,planned,normal,116246.11,USD,2023-09-02,2025-06-18,2025-06-18T03:48:36+00:00
1227,1227,490 Main Street,Lisbon,NL,11994,2604.19,6645.57,1870.24,good,planned,illiquid,526446.31,EUR,2021-02-25,2023-04-24,2023-04-24T02:01:24+00:00
1228,1228,602 Main Street,Milan,IE,45228,1898.86,2789.25,8714.87,excellent,completed,normal,305390.12,USD,2023-05-06,2025-07-11,2025-07-11T03:30:34+00:00
1231,1231,615 Main Street,New York,IT,62895,3758.66,6948.64,1982.34,fair,planned,liquid,8711.4,GBP,2023-07-12,2025-10-15,2025-10-15T01:16:45+00:00
1234,1234,250 Main Street,London,NL,15377,866.9,2893.23,1227.99,fair,planned,illiquid,111733.92,USD,2024-10-09,2025-09-22,2025-09-22T15:18:19+00:00
1235,1235,37 Main Street,Amsterdam,DE,46191,10974.48,857.4,2436.99,excellent,completed,illiquid,447089.94,USD,2023-05-28,2023-09-01,2023-09-01T18:08:49+00:00
1236,1236,371 Main Street,London,ES,38778,3885.44,2952.09,2615.49,good,planned,illiquid,189519.34,EUR,2024-10-02,2025-06-11,2025-06-11T13:57:32+00:00
1239,1239,946 Main Street,Lisbon,US,33946,1399.21,3031.97,4936.06,fair,under_construction,normal,194589.78,GBP,2022-09-17,2025-05-16,2025-05-16T04:12:34+00:00
1241,1241,669 Main Street,Amsterdam,DE,84190,7900.86,5042.22,3549.7,good,under_construction,illiquid,279653.78,USD,2023-02-23,2024-10-25,2024-10-25T08:07:34+00:00
1243,1243,529 Main Street,Amsterdam,GB,82131,6226.67,4638.92,8346.37,fair,completed,normal,338576.15,GBP,2022-01-02,2023-08-16,2023-08-16T04:09:18+00:00
1244,1244,146 Main Street,Milan,IT,27899,5929.47,9922.82,8851.64,good,under_construction,normal,540782.44,USD,2022-03-26,2024-04-17,2024-04-17T06:05:19+00:00
1246,1246,701 Main Street,Madrid,IT,87420,3309.74,8194.89,5346.04,poor,planned,liquid,214037.9,GBP,2022-11-02,2024-01-28,2024-01-28T20:01:35+00:00
1247,1247,456 Main Street,London,NL,97425,4688.68,454.62,5532.6,poor,completed,liquid,325482.61,EUR,2024-06-28,2024-12-18,2024-12-18T00:11:52+00:00
1248,1248,130 Main Street,Amsterdam,IE,85791,3106.85,977.31,4239.25,poor,planned,liquid,386103.22,EUR,2023-07-21,2025-11-04,2025-11-04T22:43:17+00:00
1253,1253,372 Main Street,London,IE,41615,6972.96,2519.51,1113.36,poor,planned,illiquid,379464.71,EUR,2023-01-04,2025-04-05,2025-04-05T09:28:33+00:00
1254,1254,835 Main Street,Madrid,FR,25907,6416.39,3024.37,6660.9,excellent,completed,normal,523229.87,EUR,2021-08-09,2022-06-05,2022-06-05T17:26:05+00:00
1256,1256,249 Main Street,Dublin,IE,33269,9090.61,1089.46,4319.45,excellent,under_construction,liquid,195755.97,GBP,2019-04-13,2022-01-12,2022-01-12T08:50:49+00:00
1257,1257,129 Main Street,Madrid,IT,25923,1097.33,8898.25,1240.98,fair,under_construction,illiquid,137738.52,GBP,2023-01-01,2025-10-29,2025-10-29T02:36:19+00:00
1258,1258,529 Main Street,Madrid,NL,96805,11578.24,1029.26,2452.57,poor,under_construction,illiquid,237778.59,GBP,2021-03-28,2022-04-01,2022-04-01T07:19:54+00:00
1260,1260,886 Main Street,Milan,BE,59882,1423.71,9187.14,8736.78,excellent,under_construction,normal,149081.61,EUR,2022-09-06,2025-06-08,2025-06-08T21:29:22+00:00
1263,1263,429 Main Street,Madrid,ES,75186,315.44,8978.35,8742.22,fair,completed,illiquid,342478.36,GBP,2020-09-04,2023-09-17,2023-09-17T10:22:43+00:00
1265,1265,168 Main Street,Milan,NL,51826,6233.23,962.21,8798.53,fair,completed,liquid,50927.34,GBP,2022-11-21,2025-02-26,2025-02-26T10:03:58+00:00
1266,1266,214 Main Street,Paris,PT,34914,6616.13,5334.31,7594.74,fair,planned,normal,251913.51,GBP,2020-01-21,2022-03-10,2022-03-10T00:19:24+00:00
1267,1267,944 Main Street,New York,DE,55045,6910.7,414.79,3961.18,excellent,planned,illiquid,462026.94,EUR,2024-05-26,2024-12-28,2024-12-28T09:30:33+00:00
1268,1268,71 Main Street,Brussels,PT,32211,81.14,6735.33,2818.24,fair,completed,illiquid,190177.47,USD,2023-08-03,2024-12-03,2024-12-03T02:31:47+00:00
1270,1270,468 Main Street,Dublin,GB,51592,3162.64,5785.93,7093.01,fair,under_construction,illiquid,196277.43,USD,2022-06-23,2024-08-24,2024-08-24T04:23:45+00:00
1272,1272,715 Main Street,London,GB,47356,1850.24,8141.47,5657.2,excellent,completed,illiquid,147233.21,EUR,2023-07-25,2024-06-17,2024-06-17T11:52:17+00:00
1275,1275,859 Main Street,New York,FR,39088,7034.55,9372.68,8228.61,good,planned,normal,501856.86,EUR,2022-08-22,2025-05-02,2025-05-02T04:40:28+00:00
1276,1276,353 Main Street,London,ES,30556,1275.76,5002.56,1244.44,fair,under_construction,liquid,136930.34,EUR,2024-06-16,2026-01-27,2026-01-27T20:12:06+00:00
1278,1278,735 Main Street,Dublin,IT,33182,8273.58,1375.81,5082.73,good,under_construction,liquid,455237.43,GBP,2023-10-22,2024-05-28,2024-05-28T01:28:09+00:00
1280,1280,683 Main Street,Berlin,FR,67723,9243.11,8750.95,3863.91,poor,completed,illiquid,107159.58,EUR,2021-07-25,2024-07-30,2024-07-30T10:54:34+00:00
1281,1281,228 Main Street,Madrid,DE,23457,7315.55,5227.0,8505.86,excellent,completed,illiquid,11681.18,EUR,2022-03-23,2025-05-16,2025-05-16T12:54:29+00:00
1282,1282,969 Main Street,Brussels,PT,30838,11621.89,8341.32,7424.52,fair,completed,illiquid,185751.76,EUR,2025-04-16,2025-09-04,2025-09-04T17:51:27+00:00
1283,1283,616 Main Street,Lisbon,US,96054,1604.21,9833.56,5213.71,poor,completed,liquid,359730.04,EUR,2019-12-12,2022-02-14,2022-02-14T23:24:47+00:00
1285,1285,892 Main Street,Berlin,BE,72145,5498.03,1016.15,894.84,good,completed,normal,165017.34,USD,2023-08-23,2024-09-01,2024-09-01T13:11:57+00:00
1289,1289,333 Main Street,London,ES,97485,6600.65,890.75,5124.87,fair,under_construction,liquid,98323.77,GBP,2021-12-07,2025-01-31,2025-01-31T09:13:14+00:00
1294,1294,846 Main Street,Berlin,DE,22624,4280.55,8369.31,5603.32,fair,completed,illiquid,229197.08,USD,2024-07-04,2024-09-03,2024-09-03T00:22:49+00:00
1295,1295,795 Main Street,Paris,GB,81130,7619.39,6665.83,2578.76,excellent,planned,illiquid,4760.26,USD,2021-06-04,2024-07-08,2024-07-08T07:42:09+00:00
1296,1296,901 Main Street,Madrid,PT,88715,7283.0,6106.97,2956.04,poor,planned,liquid,222972.41,USD,2020-09-28,2022-03-21,2022-03-21T15:00:56+00:00
1297,1297,557 Main Street,Dublin,FR,52851,9019.81,8014.27,3856.18,good,under_construction,liquid,508538.48,GBP,2021-10-18,2023-06-26,2023-06-26T03:57:05+00:00
1298,1298,923 Main Street,Lisbon,GB,16816,7912.2,8865.63,3321.52,fair,planned,liquid,345034.94,GBP,2021-06-08,2024-04-29,2024-04-29T00:46:36+00:00
1299,1299,211 Main Street,New York,GB,90510,8974.98,9574.25,285.98,excellent,planned,illiquid,180865.61,USD,2020-12-17,2024-02-08,2024-02-08T09:58:58+00:00
1301,1301,418 Main Street,London,NL,23341,11623.63,6478.89,7173.2,good,under_construction,liquid,122859.12,USD,2023-03-23,2023-08-10,2023-08-10T08:25:28+00:00
1304,1304,702 Main Street,London,ES,94990,11149.53,7815.16,472.53,poor,completed,liquid,240357.47,EUR,2019-03-11,2022-05-07,2022-05-07T16:47:10+00:00
1305,1305,647 Main Street,Berlin,NL,43388,9689.84,4345.41,6611.65,excellent,planned,illiquid,177662.47,GBP,2021-04-28,2024-05-25,2024-05-25T14:09:33+00:00
1306,1306,809 Main Street,Brussels,US,94784,852.08,5911.74,6724.8,excellent,completed,liquid,210684.3,GBP,2024-05-26,2024-09-30,2024-09-30T21:53:49+00:00
1310,1310,789 Main Street,London,IE,55172,3204.76,7443.68,8798.46,poor,planned,liquid,260315.18,USD,2019-07-29,2022-06-23,2022-06-23T03:08:21+00:00
1311,1311,520 Main Street,Berlin,US,14498,3999.56,1881.08,6968.59,excellent,planned,illiquid,234126.39,GBP,2022-02-16,2022-07-06,2022-07-06T12:24:09+00:00
1315,1315,531 Main Street,Madrid,GB,42911,1518.62,8357.47,4594.96,poor,completed,liquid,186775.75,USD,2019-09-30,2022-11-18,2022-11-18T13:17:10+00:00
1316,1316,30 Main Street,Lisbon,PT,13562,4330.25,4212.64,338.4,good,under_construction,normal,362803.85,EUR,2020-09-17,2023-08-29,2023-08-29T21:20:13+00:00
1317,1317,693 Main Street,Dublin,IE,48627,8988.06,2435.75,4472.71,fair,completed,illiquid,537611.39,GBP,2024-04-17,2025-08-12,2025-08-12T06:04:33+00:00
1318,1318,405 Main Street,Brussels,IT,37576,3393.44,5984.71,1679.37,poor,completed,liquid,145001.6,GBP,2019-02-26,2022-03-28,2022-03-28T23:59:27+00:00
1319,1319,821 Main Street,Lisbon,DE,80272,11504.72,233.02,1940.44,good,under_construction,illiquid,175817.24,USD,2023-02-13,2024-12-09,2024-12-09T01:18:06+00:00
1320,1320,915 Main Street,London,US,57756,6192.49,6057.24,3409.23,good,completed,liquid,214984.57,EUR,2023-01-23,2023-03-20,2023-03-20T03:41:49+00:00
1321,1321,411 Main Street,Paris,US,92953,9064.28,271.88,6665.03,poor,completed,illiquid,86439.62,EUR,2021-06-06,2024-05-29,2024-05-29T17:30:27+00:00
1322,1322,563 Main Street,Amsterdam,IE,30814,3254.36,3202.04,3482.34,good,planned,illiquid,70756.35,GBP,2019-09-01,2022-03-25,2022-03-25T18:35:01+00:00
1323,1323,158 Main Street,Paris,DE,37430,1063.98,7692.89,8844.89,excellent,under_construction,illiquid,128809.29,GBP,2020-09-05,2022-02-24,2022-02-24T15:11:49+00:00
1330,1330,571 Main Street,Paris,ES,47858,7536.99,5504.73,3116.84,excellent,planned,illiquid,494379.7,EUR,2020-06-20,2023-02-11,2023-02-11T01:36:11+00:00
1332,1332,508 Main Street,Milan,DE,98999,6381.57,1919.45,8564.65,excellent,planned,illiquid,180164.91,GBP,2022-07-07,2024-11-14,2024-11-14T14:09:58+00:00
1334,1334,168 Main Street,Dublin,BE,51528,4480.31,151.71,8076.79,poor,under_construction,normal,573603.97,GBP,2022-01-29,2025-01-28,2025-01-28T18:18:26+00:00
1335,1335,605 Main Street,Brussels,IE,31649,4636.76,2163.45,3327.84,poor,under_construction,illiquid,22801.94,USD,2022-12-13,2026-02-26,2026-02-26T13:12:38+00:00
1336,1336,218 Main Street,Dublin,IE,67442,8019.54,7769.95,874.38,fair,under_construction,normal,419937.75,EUR,2019-10-04,2023-01-04,2023-01-04T13:42:12+00:00
1343,1343,530 Main Street,Amsterdam,GB,51688,375.66,2853.5,9396.05,poor,planned,normal,106988.87,USD,2023-11-02,2025-02-10,2025-02-10T12:20:28+00:00
1344,1344,139 Main Street,Paris,BE,14755,3569.13,8214.21,8847.05,poor,under_construction,normal,452008.05,USD,2025-04-14,2025-12-08,2025-12-08T02:45:20+00:00
1346,1346,107 Main Street,Paris,NL,42593,9232.91,2045.3,2621.4,fair,under_construction,illiquid,65864.06,USD,2024-09-03,2025-10-01,2025-10-01T15:26:13+00:00
1350,1350,44 Main Street,Madrid,ES,83881,2421.58,4357.72,2612.69,excellent,planned,illiquid,25156.58,EUR,2024-08-04,2025-09-18,2025-09-18T19:35:03+00:00
1351,1351,273 Main Street,Berlin,IE,35028,11995.1,2781.11,451.39,good,planned,illiquid,317144.0,USD,2025-03-13,2025-11-12,2025-11-12T05:44:34+00:00
1354,1354,126 Main Street,Milan,ES,79742,714.49,5182.68,9273.46,poor,under_construction,liquid,349383.05,GBP,2021-11-24,2023-12-28,2023-12-28T11:12:00+00:00
1356,1356,621 Main Street,Amsterdam,BE,43595,924.45,6366.24,7715.63,poor,under_construction,illiquid,222387.58,USD,2025-05-27,2025-10-26,2025-10-26T10:08:53+00:00
1359,1359,178 Main Street,Madrid,NL,83568,5198.25,8510.8,416.31,good,completed,illiquid,582206.33,USD,2022-06-12,2023-04-10,2023-04-10T14:29:13+00:00
1361,1361,30 Main Street,Milan,IE,86962,5704.24,4010.6,4832.1,good,planned,liquid,263244.79,GBP,2024-10-13,2025-05-23,2025-05-23T05:30:10+00:00
1362,1362,344 Main Street,Lisbon,NL,95346,2865.17,1128.82,2027.78,fair,completed,illiquid,532752.57,EUR,2021-02-20,2024-03-28,2024-03-28T11:49:49+00:00
1364,1364,732 Main Street,New York,ES,68386,956.14,8275.0,6458.21,good,planned,illiquid,191073.57,USD,2022-01-19,2023-03-21,2023-03-21T22:47:15+00:00
1366,1366,415 Main Street,Lisbon,IT,97389,2487.15,8781.88,6737.06,fair,under_construction,illiquid,588224.83,USD,2024-09-10,2025-07-20,2025-07-20T04:46:45+00:00
1368,1368,542 Main Street,Amsterdam,DE,96525,1296.28,7361.13,1481.57,poor,under_construction,normal,366536.87,USD,2021-02-05,2024-01-23,2024-01-23T13:39:17+00:00
1369,1369,460 Main Street,Lisbon,NL,14734,8933.26,7186.27,8024.26,poor,under_construction,illiquid,222853.86,EUR,2022-11-12,2024-11-01,2024-11-01T13:41:55+00:00
1370,1370,210 Main Street,London,PT,50759,1144.83,3936.06,3462.86,poor,planned,normal,92736.0,EUR,2020-08-04,2022-07-07,2022-07-07T02:26:34+00:00
1371,1371,261 Main Street,Amsterdam,BE,75761,8117.0,7290.22,1286.77,excellent,under_construction,normal,194738.46,EUR,2023-06-12,2023-09-09,2023-09-09T23:19:58+00:00
1373,1373,499 Main Street,Berlin,DE,22077,10319.08,68.25,8109.7,fair,planned,illiquid,22673.97,GBP,2022-11-21,2024-04-09,2024-04-09T09:30:46+00:00
1377,1377,257 Main Street,Paris,PT,38740,6806.09,5489.16,3553.71,fair,planned,normal,591501.68,GBP,2022-10-27,2023-11-07,2023-11-07T15:14:40+00:00
1378,1378,579 Main Street,Milan,IE,35326,8467.72,5544.27,5990.71,fair,under_construction,normal,175156.87,EUR,2022-08-31,2023-02-23,2023-02-23T16:57:42+00:00
1379,1379,223 Main Street,Milan,PT,73277,11251.82,853.31,7950.61,poor,completed,liquid,105127.11,USD,2021-01-21,2022-09-04,2022-09-04T06:55:44+00:00
1380,1380,547 Main Street,Milan,FR,95166,524.33,3379.81,1953.59,good,completed,normal,186239.35,USD,2020-08-27,2023-02-22,2023-02-22T10:07:28+00:00
1381,1381,993 Main Street,New York,PT,75845,3442.86,8388.59,5109.2,poor,under_construction,normal,13209.03,EUR,2021-09-24,2024-12-04,2024-12-04T16:25:20+00:00
1382,1382,187 Main Street,Madrid,FR,23977,6873.97,9506.88,5869.56,poor,under_construction,normal,231889.22,GBP,2021-12-09,2024-08-30,2024-08-30T18:31:30+00:00
1383,1383,849 Main Street,Berlin,DE,33915,9352.64,9108.49,2679.43,fair,planned,liquid,142916.85,EUR,2023-06-17,2023-12-04,2023-12-04T11:42:14+00:00
1384,1384,447 Main Street,Milan,NL,83801,183.81,185.57,6474.24,fair,planned,normal,83915.68,EUR,2020-03-01,2022-10-02,2022-10-02T08:40:19+00:00
1386,1386,690 Main Street,Dublin,PT,19275,4620.56,2654.56,1924.05,excellent,planned,liquid,513811.51,EUR,2023-12-12,2025-12-07,2025-12-07T23:38:36+00:00
1387,1387,801 Main Street,Brussels,BE,52726,8026.37,3955.17,6638.91,good,planned,illiquid,28751.08,GBP,2019-08-25,2022-07-26,2022-07-26T21:35:52+00:00
1396,1396,895 Main Street,Amsterdam,US,26131,10125.89,1964.1,7326.65,good,completed,normal,493163.43,USD,2023-09-23,2024-04-03,2024-04-03T21:57:44+00:00
1400,1400,384 Main Street,Lisbon,PT,58140,6514.41,4010.84,4371.6,good,under_construction,liquid,248625.91,EUR,2023-02-18,2024-08-11,2024-08-11T06:03:17+00:00
1404,1404,787 Main Street,Madrid,IT,81008,10474.22,5135.35,5877.99,poor,under_construction,illiquid,593308.45,EUR,2020-11-04,2022-12-08,2022-12-08T09:46:26+00:00
1405,1405,140 Main Street,Paris,FR,77226,3652.93,1518.49,3391.53,good,under_construction,normal,410817.58,USD,2021-09-01,2024-10-08,2024-10-08T14:16:48+00:00
1407,1407,378 Main Street,Dublin,DE,71850,6030.02,8355.12,182.49,fair,planned,illiquid,387316.07,EUR,2021-08-24,2024-02-05,2024-02-05T12:59:19+00:00
1409,1409,601 Main Street,Amsterdam,GB,15841,1361.91,9659.04,7384.44,poor,under_construction,normal,318912.61,EUR,2021-08-15,2022-09-05,2022-09-05T09:59:28+00:00
1411,1411,623 Main Street,Madrid,ES,84011,7470.02,6332.49,6624.07,poor,planned,illiquid,76889.94,EUR,2023-09-04,2025-04-17,2025-04-17T02:13:36+00:00
1418,1418,650 Main Street,Amsterdam,DE,75250,3599.6,103.48,8198.89,fair,completed,normal,362534.77,GBP,2024-05-07,2025-07-05,2025-07-05T15:20:03+00:00
1419,1419,589 Main Street,Milan,DE,92900,10723.56,3042.05,5039.94,poor,completed,illiquid,30580.69,GBP,2020-06-26,2023-09-18,2023-09-18T08:13:22+00:00
1420,1420,704 Main Street,Paris,IE,45933,5594.62,2264.64,3930.7,fair,completed,illiquid,74374.61,EUR,2022-08-05,2024-06-09,2024-06-09T00:54:23+00:00
1422,1422,736 Main Street,London,PT,63498,4937.09,379.44,7560.62,excellent,planned,liquid,6681.5,EUR,2022-03-30,2023-03-30,2023-03-30T15:24:20+00:00
1425,1425,279 Main Street,Dublin,PT,91552,6624.77,4441.18,4991.68,fair,completed,normal,552324.01,GBP,2021-03-21,2023-10-08,2023-10-08T14:29:01+00:00
1426,1426,122 Main Street,Berlin,FR,16073,6132.2,1592.52,6959.29,fair,completed,liquid,153047.71,USD,2021-04-27,2022-12-24,2022-12-24T11:54:20+00:00
1427,1427,690 Main Street,London,IT,10764,3874.3,7717.51,8954.24,fair,completed,illiquid,300495.31,USD,2019-02-28,2022-04-10,2022-04-10T04:25:50+00:00
1428,1428,934 Main Street,Amsterdam,GB,78933,9524.5,277.45,3475.78,poor,planned,illiquid,337660.93,GBP,2021-01-14,2023-01-22,2023-01-22T05:10:22+00:00
1430,1430,241 Main Street,Milan,BE,67408,10510.91,9146.91,8606.11,good,completed,normal,541151.18,USD,2021-08-04,2023-06-06,2023-06-06T03:18:27+00:00
1436,1436,360 Main Street,Amsterdam,NL,15884,10201.23,8504.14,7498.29,excellent,planned,illiquid,356131.97,USD,2023-03-22,2023-06-24,2023-06-24T11:48:15+00:00
1437,1437,915 Main Street,Lisbon,GB,86280,1628.09,2066.88,6147.44,poor,planned,normal,119258.14,USD,2021-05-08,2023-07-30,2023-07-30T14:42:51+00:00
1439,1439,618 Main Street,Dublin,IT,88471,2020.5,7533.96,7146.45,fair,planned,illiquid,374894.88,EUR,2023-01-05,2023-08-10,2023-08-10T02:29:45+00:00
1441,1441,269 Main Street,Dublin,DE,38602,1454.88,889.49,6976.91,fair,planned,illiquid,539297.19,GBP,2023-06-06,2026-02-15,2026-02-15T03:59:42+00:00
1443,1443,989 Main Street,Amsterdam,ES,48903,5401.58,634.9,602.5,poor,under_construction,illiquid,310177.81,EUR,2022-01-23,2025-04-29,2025-04-29T08:03:19+00:00
1444,1444,914 Main Street,Madrid,NL,81487,4395.79,2772.02,5437.91,poor,under_construction,liquid,374713.74,USD,2022-04-22,2024-11-17,2024-11-17T22:35:27+00:00
1445,1445,65 Main Street,Milan,IE,42089,485.54,7465.92,2256.33,poor,completed,normal,433959.29,GBP,2023-12-23,2024-04-07,2024-04-07T13:20:37+00:00
1447,1447,208 Main Street,Brussels,IT,70188,5791.0,4664.83,3158.81,poor,under_construction,normal,421266.57,GBP,2021-03-29,2023-12-28,2023-12-28T08:01:02+00:00
1449,1449,6 Main Street,Brussels,IE,70202,8754.12,3348.62,2041.38,poor,planned,illiquid,296764.09,EUR,2022-05-27,2024-07-14,2024-07-14T21:31:47+00:00
