loan_id,loan_type,origination_date,maturity_date,current_maturity_date,currency_code,channel_of_origination,amortisation_type,principal_balance,accrued_interest_on_book,accrued_interest_off_book,balance_at_default,ifrs_stage,days_past_due,default_date,current_interest_rate,current_interest_margin,interest_rate_type,product_code,code_of_conduct_status,is_non_performing,write_off_flag,created_at
119,corporate,2020-02-07,2024-11-30,2025-10-14,EUR,broker,linear,3127246.88,171991.66,51252.41,,ifrs_stage_2,72,,2.686,2.077,fixed,BRIDGE_LOAN,active,false,false,2020-02-07T22:24:16+00:00
120,personal,2021-07-30,2031-01-11,2030-10-12,EUR,partner,bullet,296931.23,7376.51,2515.91,,fair_value_pnl,3,,4.9011,2.5485,mixed,BRIDGE_LOAN,active,false,false,2021-07-30T23:13:46+00:00
121,corporate,2019-02-02,2028-08-24,2028-12-20,GBP,online,linear,1015775.76,13884.01,10339.64,,ifrs_stage_1,7,,6.3581,5.6966,fixed,MORTGAGE_STD,not_applicable,false,false,2019-02-02T15:40:30+00:00
122,personal,2020-09-21,2025-04-29,2025-05-15,EUR,branch,annuity,60838.86,1145.97,172.03,,fair_value_pnl,1,,8.0631,6.94,mixed,SME_TERM,not_applicable,false,false,2020-09-21T13:50:13+00:00
123,personal,2023-12-08,2028-12-21,2029-04-04,GBP,partner,bullet,207103.77,3973.16,2798.01,,ifrs_stage_1,8,,9.6621,6.7876,fixed,SME_TERM,active,false,false,2023-12-08T10:01:17+00:00
124,corporate,2019-05-28,2020-08-18,2021-02-13,USD,online,bullet,7462528.3,44991.14,61045.61,5901019.31,ifrs_stage_3_impaired,483,2020-03-18,5.2161,1.255,floating,AUTO_LOAN,not_applicable,true,false,2019-05-28T12:58:59+00:00
125,personal,2024-12-07,2034-03-27,2033-10-23,EUR,online,linear,268973.87,6365.71,4807.68,,fair_value_pnl,6,,5.8648,5.1029,fixed,SME_REVOLVER,waived,false,false,2024-12-07T09:58:09+00:00
126,corporate,2021-09-01,2022-10-16,2023-08-14,USD,online,linear,4328006.93,153686.86,69167.81,4071404.65,ifrs_stage_3_impaired,369,2021-09-28,4.9736,0.5187,fixed,BRIDGE_LOAN,active,true,false,2021-09-01T23:09:50+00:00
127,corporate,2023-11-30,2026-10-06,2027-10-06,EUR,broker,annuity,8756608.71,496349.9,97023.63,,fair_value_pnl,9,,9.2778,7.617,fixed,SME_REVOLVER,active,false,false,2023-11-30T20:48:03+00:00
128,corporate,2025-02-26,2030-08-29,2030-11-19,EUR,broker,linear,480014.97,4284.32,8381.9,,ifrs_stage_1,9,,9.9648,5.6048,floating,AUTO_LOAN,active,false,false,2025-02-26T09:59:45+00:00
129,corporate,2019-01-18,2024-01-31,2024-11-10,EUR,partner,annuity,7550723.31,8754.27,67325.16,8601876.68,ifrs_stage_3_impaired,202,2020-07-10,9.724,8.6139,floating,AUTO_LOAN,active,true,false,2019-01-18T19:41:27+00:00
130,personal,2024-02-08,2032-11-28,2033-11-02,GBP,broker,bullet,175488.22,3397.45,2135.9,,ifrs_stage_1,3,,6.8271,5.1637,floating,AUTO_LOAN,not_applicable,false,false,2024-02-08T02:59:12+00:00
131,personal,2019-08-19,2028-10-03,2029-05-01,GBP,partner,linear,280405.03,15840.3,4232.34,,ifrs_stage_1,9,,7.5068,3.8107,floating,CONSUMER_LOAN,active,false,false,2019-08-19T13:36:28+00:00
132,corporate,2022-03-11,2027-01-26,2026-12-22,GBP,online,annuity,7069360.04,287860.05,108456.96,,ifrs_stage_1,4,,9.0144,7.1914,fixed,SME_REVOLVER,waived,false,false,2022-03-11T09:50:54+00:00
133,personal,2023-01-15,2027-07-29,2027-10-21,EUR,partner,bullet,241648.36,12001.19,1000.47,,fair_value_pnl,3,,5.9628,2.0186,fixed,MORTGAGE_STD,active,false,false,2023-01-15T22:48:01+00:00
134,corporate,2021-01-24,2028-09-27,2029-09-05,GBP,online,bullet,2991260.18,15759.36,25864.9,,ifrs_stage_2,49,,8.8222,8.1074,fixed,CONSUMER_LOAN,waived,false,false,2021-01-24T14:10:44+00:00
135,personal,2023-12-12,2029-12-16,2030-05-16,GBP,partner,linear,143846.23,5736.37,2718.38,,fair_value_pnl,9,,1.8959,0.7434,fixed,CONSUMER_LOAN,not_applicable,false,false,2023-12-12T19:50:38+00:00
136,corporate,2025-01-09,2026-01-27,2025-08-08,USD,partner,linear,9034268.53,275876.18,123822.74,,ifrs_stage_1,7,,8.2234,6.0402,fixed,AUTO_LOAN,waived,false,false,2025-01-09T04:43:15+00:00
137,personal,2024-01-28,2025-07-07,2025-07-02,USD,branch,bullet,197682.74,11105.06,2435.34,,ifrs_stage_1,3,,8.9812,6.32,mixed,SME_TERM,waived,false,false,2024-01-28T13:01:34+00:00
138,corporate,2024-01-01,2031-05-12,2031-09-10,GBP,branch,bullet,5519927.48,298852.09,16011.69,,ifrs_stage_1,0,,12.2839,8.6564,mixed,CONSUMER_LOAN,waived,false,false,2024-01-01T12:52:22+00:00
139,personal,2025-05-07,2026-11-30,2026-12-28,USD,broker,linear,177529.11,1608.46,9.78,,ifrs_stage_1,8,,6.9879,5.3365,floating,SME_REVOLVER,active,false,false,2025-05-07T16:07:20+00:00
140,personal,2024-01-23,2026-10-26,2027-09-16,GBP,broker,linear,233873.86,13083.99,3189.15,,other_not_impaired,9,,3.4403,2.0401,floating,SME_REVOLVER,not_applicable,false,false,2024-01-23T02:42:20+00:00
141,corporate,2022-12-18,2030-05-28,2030-01-12,USD,broker,bullet,8017835.32,424251.78,26975.39,7841612.85,ifrs_stage_3_impaired,256,2025-05-11,8.46,4.1264,fixed,CONSUMER_LOAN,waived,true,false,2022-12-18T08:17:58+00:00
142,corporate,2021-09-08,2028-07-11,2028-07-02,EUR,partner,bullet,2427897.72,9509.29,31486.09,,ifrs_stage_2,83,,7.2994,7.1921,fixed,BRIDGE_LOAN,waived,false,false,2021-09-08T17:13:56+00:00
143,personal,2021-08-22,2026-04-08,2026-02-01,USD,broker,annuity,160773.04,3666.99,1884.52,,ifrs_stage_2,32,,12.5429,8.462,fixed,SME_TERM,active,false,false,2021-08-22T21:27:18+00:00
144,personal,2020-11-06,2028-11-05,2029-06-06,GBP,partner,linear,278698.16,15320.17,3903.62,,fair_value_pnl,2,,6.0072,3.4931,floating,BRIDGE_LOAN,waived,false,false,2020-11-06T16:14:02+00:00
145,corporate,2024-06-30,2033-06-03,2033-03-20,EUR,online,annuity,7415465.35,305578.03,81331.95,,ifrs_stage_1,6,,4.3914,1.9473,fixed,MORTGAGE_STD,waived,false,false,2024-06-30T06:58:28+00:00
146,personal,2021-03-10,2029-08-15,2030-06-20,GBP,broker,bullet,102361.71,1022.05,1178.55,,other_not_impaired,1,,9.7839,7.3554,mixed,BRIDGE_LOAN,waived,false,false,2021-03-10T22:04:26+00:00
147,personal,2019-09-09,2027-06-16,2027-07-01,GBP,online,bullet,234904.66,5652.03,2072.51,,ifrs_stage_1,8,,6.0303,2.4449,fixed,MORTGAGE_STD,not_applicable,false,false,2019-09-09T14:49:19+00:00
148,personal,2025-05-04,2032-07-07,2033-06-04,EUR,broker,bullet,54705.45,1202.59,257.26,,other_not_impaired,8,,10.9672,7.8414,mixed,SME_TERM,not_applicable,false,false,2025-05-04T16:53:16+00:00
149,personal,2022-06-16,2030-10-14,2030-06-19,GBP,partner,linear,82401.75,2493.87,1211.64,,fair_value_pnl,2,,5.2769,1.5129,mixed,SME_TERM,not_applicable,false,false,2022-06-16T08:38:00+00:00
150,corporate,2024-06-05,2032-03-24,2033-02-08,USD,broker,bullet,236235.09,10355.53,3345.68,,fair_value_pnl,9,,9.5589,5.4933,floating,MORTGAGE_STD,active,false,false,2024-06-05T00:59:40+00:00
151,personal,2025-02-08,2030-01-24,2029-10-20,USD,online,bullet,48958.95,198.36,652.64,,ifrs_stage_1,9,,9.5966,5.6007,floating,MORTGAGE_STD,waived,false,false,2025-02-08T17:32:14+00:00
152,corporate,2024-11-02,2032-11-01,2033-05-05,GBP,online,linear,6232344.57,183044.01,75178.75,,ifrs_stage_2,13,,9.7773,5.7267,floating,BRIDGE_LOAN,waived,false,false,2024-11-02T21:44:46+00:00
153,corporate,2020-06-21,2027-11-27,2028-10-28,EUR,partner,linear,7028644.38,120778.38,112020.54,,other_not_impaired,4,,7.0952,7.064,floating,SME_TERM,active,false,false,2020-06-21T12:50:26+00:00
154,personal,2025-02-15,2034-09-15,2034-12-29,EUR,online,annuity,83301.03,4996.34,864.36,,other_not_impaired,1,,9.5441,8.6642,floating,SME_REVOLVER,waived,false,false,2025-02-15T21:17:42+00:00
155,corporate,2019-10-28,2027-07-18,2028-03-27,EUR,online,linear,4120024.54,44373.43,8046.2,,fair_value_pnl,2,,2.7229,1.4478,mixed,AUTO_LOAN,not_applicable,false,false,2019-10-28T20:10:05+00:00
156,corporate,2024-01-14,2025-06-20,2026-02-27,EUR,branch,linear,6964831.39,302455.38,32038.54,,other_not_impaired,8,,8.1994,7.6353,fixed,AUTO_LOAN,waived,false,false,2024-01-14T03:52:01+00:00
157,personal,2019-04-14,2026-01-16,2026-02-11,GBP,branch,linear,288750.65,12657.7,3515.96,295262.09,ifrs_stage_3_impaired,524,2025-05-22,6.9552,5.0834,floating,CONSUMER_LOAN,active,true,false,2019-04-14T10:25:55+00:00
158,corporate,2024-06-17,2029-11-27,2029-11-08,USD,partner,annuity,6149190.49,16815.92,6990.66,,other_not_impaired,0,,7.4587,3.4557,floating,MORTGAGE_STD,not_applicable,false,false,2024-06-17T15:31:46+00:00
159,corporate,2023-03-31,2026-03-23,2026-12-02,GBP,partner,bullet,4763192.01,16118.91,48663.29,,ifrs_stage_1,8,,10.9,8.1077,fixed,MORTGAGE_STD,not_applicable,false,false,2023-03-31T02:27:34+00:00
160,personal,2023-01-27,2024-09-20,2024-06-29,EUR,branch,linear,89103.58,59.23,424.05,,other_not_impaired,4,,3.1019,1.4359,mixed,AUTO_LOAN,waived,false,false,2023-01-27T17:00:26+00:00
161,personal,2019-06-30,2022-03-30,2022-09-23,EUR,branch,bullet,276441.95,14260.1,4563.04,,other_not_impaired,8,,4.1878,1.3041,fixed,AUTO_LOAN,not_applicable,false,false,2019-06-30T14:38:08+00:00
162,personal,2022-06-26,2024-02-05,2024-08-07,EUR,broker,annuity,79300.62,1461.31,102.49,,ifrs_stage_1,4,,7.0538,5.5485,mixed,CONSUMER_LOAN,waived,false,false,2022-06-26T08:06:28+00:00
163,corporate,2019-10-27,2023-02-27,2022-11-22,USD,branch,annuity,7617885.04,87145.69,27761.67,8174678.96,ifrs_stage_3_impaired,516,2021-08-21,10.7166,6.6711,floating,SME_TERM,active,true,false,2019-10-27T00:57:43+00:00
164,corporate,2022-05-30,2031-07-01,2032-02-12,EUR,broker,linear,7775991.41,296569.88,137240.85,8861343.34,ifrs_stage_3_impaired,312,2025-05-12,11.487,7.0212,fixed,MORTGAGE_STD,active,true,false,2022-05-30T08:03:40+00:00
165,personal,2025-05-10,2034-06-22,2034-10-20,EUR,online,annuity,50176.82,976.19,3.59,,ifrs_stage_2,31,,10.3863,6.9871,floating,CONSUMER_LOAN,waived,false,false,2025-05-10T17:56:36+00:00
166,corporate,2019-04-14,2024-09-08,2025-08-14,GBP,broker,linear,3476899.12,132992.57,36092.12,,ifrs_stage_2,29,,4.0508,2.7003,fixed,MORTGAGE_STD,waived,false,false,2019-04-14T10:23:13+00:00
167,personal,2021-01-26,2030-06-27,2030-11-09,GBP,broker,linear,184978.72,7900.17,776.84,198620.79,ifrs_stage_3_impaired,290,2023-09-14,6.8107,5.2758,fixed,MORTGAGE_STD,waived,true,false,2021-01-26T15:51:07+00:00
168,personal,2024-08-16,2032-09-23,2033-06-21,EUR,online,annuity,155867.59,4620.64,2803.96,,ifrs_stage_2,5,,1.8439,1.4277,floating,CONSUMER_LOAN,waived,false,false,2024-08-16T21:36:42+00:00
169,personal,2025-04-26,2028-05-16,2028-10-27,GBP,partner,linear,260691.45,3549.29,542.07,,fair_value_pnl,5,,4.1826,3.5322,fixed,SME_REVOLVER,not_applicable,false,false,2025-04-26T18:39:32+00:00
170,corporate,2019-09-26,2021-12-02,2021-11-13,EUR,partner,annuity,6954318.34,63595.42,1741.89,,ifrs_stage_2,58,,2.7953,0.5875,fixed,BRIDGE_LOAN,active,false,false,2019-09-26T01:22:27+00:00
171,corporate,2021-08-15,2023-09-14,2024-08-22,GBP,online,linear,1503108.26,50223.51,11505.85,,ifrs_stage_1,0,,1.8468,0.957,mixed,CONSUMER_LOAN,active,false,false,2021-08-15T15:43:52+00:00
172,corporate,2020-01-22,2024-01-02,2024-09-17,EUR,partner,annuity,6518853.93,36254.8,45910.62,,other_not_impaired,4,,9.9844,6.2343,floating,BRIDGE_LOAN,not_applicable,false,false,2020-01-22T16:23:29+00:00
173,personal,2022-06-23,2027-01-07,2027-10-29,USD,broker,annuity,69168.37,242.55,997.36,,fair_value_pnl,9,,7.3234,6.5483,fixed,BRIDGE_LOAN,waived,false,false,2022-06-23T08:37:19+00:00
174,corporate,2022-10-31,2024-08-20,2025-04-25,GBP,broker,bullet,4333845.01,244589.28,13480.7,,other_not_impaired,1,,8.3629,5.3592,fixed,SME_REVOLVER,active,false,false,2022-10-31T17:21:14+00:00
175,personal,2020-01-17,2029-11-14,2029-11-16,EUR,online,bullet,183747.34,7818.15,85.86,,ifrs_stage_1,9,,2.9105,2.7013,fixed,CONSUMER_LOAN,active,false,false,2020-01-17T02:36:23+00:00
176,corporate,2023-01-02,2028-07-20,2028-03-09,EUR,partner,annuity,3696907.04,216471.12,23543.42,,other_not_impaired,4,,4.6151,3.1709,floating,SME_TERM,waived,false,false,2023-01-02T12:11:59+00:00
177,corporate,2023-02-24,2030-03-04,2029-11-05,GBP,branch,bullet,3913097.28,147033.9,35928.09,,ifrs_stage_1,9,,10.0484,6.072,fixed,AUTO_LOAN,waived,false,false,2023-02-24T06:20:43+00:00
178,personal,2022-07-02,2025-05-04,2025-05-08,EUR,online,linear,12659.42,64.35,231.38,,ifrs_stage_2,50,,6.0473,5.9378,fixed,MORTGAGE_STD,not_applicable,false,false,2022-07-02T09:22:17+00:00
179,personal,2022-08-29,2030-07-08,2030-10-15,USD,online,linear,274474.09,165.43,577.44,217329.38,ifrs_stage_3_impaired,195,2023-10-06,6.1209,3.102,fixed,BRIDGE_LOAN,waived,true,false,2022-08-29T08:35:55+00:00
180,corporate,2021-11-01,2030-05-04,2030-04-29,GBP,broker,linear,3149544.94,5015.28,30663.51,,fair_value_pnl,2,,4.445,2.3223,mixed,MORTGAGE_STD,not_applicable,false,false,2021-11-01T02:14:15+00:00
181,personal,2021-09-20,2029-11-13,2030-01-12,USD,partner,linear,114314.72,6728.32,708.0,,other_not_impaired,9,,8.4785,6.9188,floating,CONSUMER_LOAN,not_applicable,false,false,2021-09-20T03:14:36+00:00
182,personal,2023-03-06,2030-10-11,2030-08-23,EUR,branch,bullet,272295.62,2490.23,1203.2,,fair_value_pnl,5,,10.0351,8.2003,floating,SME_TERM,not_applicable,false,false,2023-03-06T01:10:25+00:00
183,personal,2023-08-24,2033-07-18,2033-05-29,USD,branch,annuity,102815.39,2076.02,496.65,,ifrs_stage_1,6,,10.857,7.8529,fixed,BRIDGE_LOAN,not_applicable,false,false,2023-08-24T21:49:08+00:00
184,personal,2024-06-16,2029-05-24,2029-06-21,USD,branch,linear,159067.11,4344.98,476.71,,fair_value_pnl,3,,4.9454,3.8003,fixed,CONSUMER_LOAN,not_applicable,false,false,2024-06-16T07:13:25+00:00
185,corporate,2022-06-01,2027-02-02,2027-08-23,GBP,partner,annuity,2493739.87,62566.66,26947.06,,fair_value_pnl,2,,7.7797,3.7375,fixed,SME_TERM,active,false,false,2022-06-01T06:20:27+00:00
186,personal,2023-11-07,2028-08-18,2029-06-25,EUR,partner,bullet,148710.55,6331.17,2906.79,,fair_value_pnl,6,,8.9321,7.1638,mixed,CONSUMER_LOAN,not_applicable,false,false,2023-11-07T10:33:00+00:00
187,personal,2020-10-08,2025-10-18,2025-11-30,EUR,partner,linear,296252.32,11391.87,4839.85,259105.87,ifrs_stage_3_impaired,205,2024-12-02,10.8366,6.6621,floating,SME_TERM,not_applicable,true,false,2020-10-08T22:21:24+00:00
188,personal,2021-09-20,2026-01-13,2026-07-24,EUR,broker,bullet,155051.59,1448.27,289.46,,other_not_impaired,4,,3.7252,1.8371,floating,SME_TERM,waived,false,false,2021-09-20T13:04:26+00:00
189,corporate,2020-02-16,2029-10-15,2030-03-29,USD,online,annuity,3763776.52,94823.81,60356.79,4293857.95,ifrs_stage_3_impaired,259,2021-02-05,6.4012,3.149,mixed,AUTO_LOAN,active,true,false,2020-02-16T21:37:42+00:00
190,personal,2019-11-20,2028-11-21,2029-10-01,EUR,online,linear,152056.5,4566.84,1953.88,123104.56,ifrs_stage_3_impaired,414,2026-01-24,8.4281,8.2602,fixed,MORTGAGE_STD,active,true,true,2019-11-20T02:36:57+00:00
191,personal,2019-03-04,2029-01-18,2029-12-27,USD,broker,bullet,38517.74,539.83,654.99,36182.47,ifrs_stage_3_impaired,339,2023-06-17,3.4126,2.4537,floating,SME_TERM,active,true,false,2019-03-04T12:35:26+00:00
192,personal,2025-01-08,2028-08-03,2029-03-09,GBP,online,bullet,196411.39,2396.65,1524.35,,ifrs_stage_1,4,,3.7185,1.4099,floating,SME_REVOLVER,not_applicable,false,false,2025-01-08T04:55:07+00:00
193,personal,2025-04-23,2029-11-15,2029-05-30,USD,broker,bullet,254850.23,11775.1,1528.94,,ifrs_stage_2,8,,6.0216,3.4547,mixed,MORTGAGE_STD,active,false,false,2025-04-23T14:10:44+00:00
194,personal,2022-11-30,2025-10-14,2026-03-08,GBP,broker,bullet,66579.07,522.38,669.38,,fair_value_pnl,4,,2.2251,0.5033,mixed,CONSUMER_LOAN,waived,false,false,2022-11-30T10:30:32+00:00
195,personal,2023-12-05,2027-06-06,2027-12-24,GBP,branch,linear,116378.73,2187.01,1970.85,,ifrs_stage_2,61,,8.4791,4.4532,mixed,MORTGAGE_STD,waived,false,false,2023-12-05T13:22:00+00:00
196,personal,2020-05-04,2021-05-30,2021-12-13,USD,branch,annuity,46421.53,1718.33,804.6,,fair_value_pnl,3,,6.722,6.6618,fixed,MORTGAGE_STD,waived,false,false,2020-05-04T09:35:01+00:00
197,corporate,2019-08-19,2022-02-12,2022-02-06,EUR,branch,linear,4151234.65,76474.33,50145.41,,ifrs_stage_2,55,,3.4376,2.7408,mixed,SME_TERM,active,false,false,2019-08-19T10:00:35+00:00
198,personal,2022-12-19,2028-11-05,2028-09-21,USD,branch,linear,245345.63,6772.85,3084.5,211330.94,ifrs_stage_3_impaired,360,2025-12-07,8.8995,6.5846,floating,SME_TERM,waived,true,false,2022-12-19T03:35:44+00:00
199,personal,2020-06-08,2027-06-24,2028-05-03,EUR,branch,bullet,160328.36,8935.08,228.56,,fair_value_pnl,9,,8.3354,7.6057,fixed,BRIDGE_LOAN,waived,false,false,2020-06-08T15:17:13+00:00
200,corporate,2019-04-07,2027-09-03,2027-03-15,USD,branch,annuity,7934569.43,144660.4,139754.23,,ifrs_stage_1,6,,6.8495,6.4693,fixed,AUTO_LOAN,not_applicable,false,false,2019-04-07T21:18:27+00:00
201,corporate,2020-04-19,2024-12-29,2025-04-03,USD,branch,linear,152206.86,6295.74,1230.95,,fair_value_pnl,6,,1.4685,0.9276,mixed,SME_REVOLVER,waived,false,false,2020-04-19T09:58:48+00:00
202,corporate,2021-02-19,2025-03-12,2026-01-25,USD,partner,bullet,5707329.17,297210.13,28610.67,,ifrs_stage_1,2,,4.276,2.1988,mixed,CONSUMER_LOAN,not_applicable,false,false,2021-02-19T03:00:25+00:00
203,personal,2023-02-10,2032-07-18,2032-02-25,EUR,broker,annuity,8279.26,48.58,69.11,,ifrs_stage_1,9,,6.6628,5.8329,floating,MORTGAGE_STD,waived,false,false,2023-02-10T20:36:46+00:00
204,corporate,2025-01-21,2028-05-27,2028-07-10,GBP,branch,linear,9337936.41,522584.49,16811.54,,other_not_impaired,4,,7.6099,4.8775,mixed,SME_TERM,waived,false,false,2025-01-21T08:12:18+00:00
205,personal,2021-05-18,2027-01-23,2027-05-11,USD,online,annuity,101359.47,153.81,1832.4,116535.24,ifrs_stage_3_impaired,495,2023-04-16,4.2286,1.6557,floating,BRIDGE_LOAN,active,true,false,2021-05-18T15:25:47+00:00
206,corporate,2023-06-29,2031-05-17,2032-05-11,EUR,broker,linear,3386230.81,134397.29,34036.07,3910271.64,ifrs_stage_3_impaired,119,2025-09-19,9.3975,8.12,mixed,MORTGAGE_STD,not_applicable,true,false,2023-06-29T21:38:22+00:00
207,personal,2019-05-07,2025-01-24,2024-10-06,EUR,broker,linear,281900.38,7163.15,4528.48,,ifrs_stage_2,78,,6.3336,5.8001,mixed,AUTO_LOAN,active,false,false,2019-05-07T00:53:47+00:00
208,personal,2021-11-09,2025-01-31,2025-06-05,USD,broker,annuity,19025.79,1100.37,92.78,,ifrs_stage_2,18,,7.8049,5.4811,mixed,BRIDGE_LOAN,not_applicable,false,false,2021-11-09T22:59:19+00:00
209,corporate,2024-10-31,2030-12-07,2030-12-07,USD,broker,linear,881157.6,1061.11,4731.13,948362.87,ifrs_stage_3_impaired,618,2025-04-30,6.7331,3.6278,fixed,AUTO_LOAN,waived,true,false,2024-10-31T01:18:57+00:00
210,corporate,2024-01-16,2027-10-17,2028-01-05,EUR,online,annuity,3342488.61,104604.57,21357.2,,other_not_impaired,3,,2.8294,0.6993,fixed,SME_REVOLVER,active,false,false,2024-01-16T20:00:59+00:00
211,corporate,2025-05-04,2032-05-17,2032-01-12,GBP,partner,annuity,970457.68,12208.39,4173.44,,other_not_impaired,8,,5.0222,4.0853,mixed,BRIDGE_LOAN,active,false,false,2025-05-04T04:08:18+00:00
212,personal,2023-05-26,2025-12-08,2026-05-26,GBP,online,bullet,165135.81,2439.54,2514.17,,ifrs_stage_2,19,,6.5183,3.7256,mixed,SME_TERM,not_applicable,false,false,2023-05-26T08:55:08+00:00
213,personal,2020-04-23,2027-03-29,2027-05-07,EUR,broker,annuity,189549.76,7073.75,2347.02,,other_not_impaired,2,,8.2857,7.1476,fixed,BRIDGE_LOAN,not_applicable,false,false,2020-04-23T07:40:40+00:00
214,personal,2021-11-21,2027-04-01,2026-12-28,EUR,partner,annuity,179011.84,10638.0,295.14,,ifrs_stage_1,7,,5.6318,4.871,fixed,AUTO_LOAN,waived,false,false,2021-11-21T15:00:16+00:00
215,corporate,2019-11-30,2023-08-07,2024-05-01,GBP,broker,annuity,8898345.6,526594.93,125431.13,,ifrs_stage_2,71,,10.5139,8.9082,fixed,SME_REVOLVER,active,false,false,2019-11-30T10:43:37+00:00
216,personal,2024-11-05,2032-10-25,2032-08-25,EUR,branch,linear,267217.16,3209.48,3099.25,,other_not_impaired,8,,6.2864,1.7909,fixed,BRIDGE_LOAN,waived,false,false,2024-11-05T12:24:12+00:00
217,personal,2023-10-27,2026-09-16,2026-10-14,GBP,broker,bullet,252142.26,4769.67,1349.06,,ifrs_stage_1,8,,10.2951,7.5987,mixed,CONSUMER_LOAN,waived,false,false,2023-10-27T10:40:31+00:00
218,personal,2022-05-28,2023-08-05,2023-02-27,GBP,partner,bullet,43909.23,522.72,549.25,,fair_value_pnl,1,,5.317,3.5317,mixed,AUTO_LOAN,waived,false,false,2022-05-28T14:04:59+00:00
219,personal,2023-12-06,2030-03-16,2030-10-15,GBP,broker,linear,17659.69,817.48,279.03,,fair_value_pnl,4,,10.7185,8.4883,mixed,MORTGAGE_STD,active,false,false,2023-12-06T02:05:05+00:00
220,personal,2022-04-07,2026-01-17,2025-09-22,EUR,partner,annuity,109510.53,3639.32,1566.24,,other_not_impaired,2,,11.3327,8.364,floating,MORTGAGE_STD,waived,false,false,2022-04-07T22:45:05+00:00
221,corporate,2023-03-15,2031-07-04,2031-03-20,GBP,online,linear,6641742.16,309541.87,79139.8,7138139.56,ifrs_stage_3_impaired,466,2025-06-13,12.0716,7.9012,fixed,CONSUMER_LOAN,not_applicable,true,false,2023-03-15T10:00:01+00:00
222,personal,2022-08-12,2031-03-26,2030-11-10,EUR,online,bullet,158317.83,2224.68,1976.82,,other_not_impaired,8,,4.7297,4.5732,fixed,AUTO_LOAN,not_applicable,false,false,2022-08-12T08:24:04+00:00
223,personal,2025-03-09,2034-01-28,2034-02-08,GBP,partner,annuity,27394.19,655.2,170.8,,other_not_impaired,2,,5.6166,2.8411,floating,AUTO_LOAN,not_applicable,false,false,2025-03-09T09:25:29+00:00
224,personal,2020-05-20,2029-04-04,2029-10-29,USD,branch,annuity,36880.37,937.33,502.99,,ifrs_stage_2,39,,8.1512,4.7327,floating,CONSUMER_LOAN,active,false,false,2020-05-20T17:47:48+00:00
225,corporate,2022-04-21,2030-03-20,2030-09-22,EUR,branch,annuity,5324656.28,237727.07,44669.79,5375288.21,ifrs_stage_3_impaired,555,2024-01-15,8.6425,5.1346,fixed,AUTO_LOAN,active,true,false,2022-04-21T13:51:33+00:00
226,personal,2019-07-08,2021-06-15,2021-06-03,USD,broker,linear,229220.21,5422.91,3312.32,,ifrs_stage_2,27,,6.9952,4.0203,mixed,BRIDGE_LOAN,not_applicable,false,false,2019-07-08T16:38:16+00:00
227,corporate,2023-04-21,2028-01-28,2027-10-11,GBP,online,bullet,573844.45,32695.59,6722.72,,fair_value_pnl,2,,5.8794,2.2595,mixed,SME_REVOLVER,waived,false,false,2023-04-21T21:38:15+00:00
228,corporate,2025-02-01,2031-06-23,2031-07-30,GBP,partner,bullet,5114944.37,232968.37,22724.79,,ifrs_stage_1,1,,3.7809,1.1791,floating,SME_TERM,active,false,false,2025-02-01T01:40:53+00:00
229,personal,2024-07-03,2026-04-09,2026-02-23,EUR,branch,bullet,209111.25,962.75,1151.84,,other_not_impaired,6,,6.9919,3.1346,mixed,MORTGAGE_STD,active,false,false,2024-07-03T08:22:55+00:00
230,personal,2019-05-21,2025-03-07,2025-03-26,EUR,partner,bullet,188154.68,9046.95,2217.6,,other_not_impaired,0,,5.9858,3.6151,mixed,SME_REVOLVER,not_applicable,false,false,2019-05-21T16:13:15+00:00
